chain,symbol,total_incentives_diff,bal_incentives_diff,earned_fees_diff,aura_incentives_diff,redirected_incentives_diff,fees_to_vebal_diff
mainnet,ECLP-cbETH-wstETH,0.0 (0.0%),0.0 (0.0%),0.0018000000000000238 (0.13%),0.0 (0.0%),-0.0034000000000000696 (0.18%),0.002200000000000202 (0.18%)
mainnet,qETH/WETH,0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
mainnet,trenSTETH,0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
mainnet,sDAI/3Pool,0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
mainnet,50wstETH-50LDO,0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
mainnet,cdcETH/wstETH,0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
mainnet,uniETH-WETH,0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
gnosis,bb-WETH-wstETH,0.0 (0.0%),0.022100000000136788 (0.0%),0.19899999999961437 (0.0%),-0.0220999999983178 (-0.0%),0.0 (0.0%),0.0 (0.0%)
base,rETH-WETH-BPT,-0.00010000000020227162 (-0.0%),0.0027000000000043656 (0.0%),-0.0038999999999305146 (-0.0%),-0.0027000000000043656 (-0.0%),0.007000000000005002 (0.0%),-0.004500000000007276 (-0.0%)
base,weETH/wETH,0.0 (0.0%),0.0 (0.0%),-0.00010000000000331966 (-0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
base,USDC/USDbC/axlUSDC,0.0 (0.0%),0.0 (0.0%),-0.0023999999999979593 (-0.01%),0.0 (0.0%),0.0049999999999954525 (-0.01%),-0.0031999999999996476 (-0.01%)
base,ECLP-cbETH-wstETH,0.0 (0.0%),0.0 (0.0%),0.0044000000000000705 (0.75%),0.0 (0.0%),-0.009400000000000075 (0.75%),0.006100000000000105 (0.75%)
base,ECLP-WETH-USDC,0.0 (0.0%),0.0 (0.0%),0.0011999999999999997 (3.0%),0.0 (0.0%),-0.002599999999999991 (3.06%),0.0017000000000000001 (3.07%)
avalanche,sAVAX-WAVAX-BPT,0.0 (0.0%),0.0009000000000014552 (0.0%),0.0019999999999527063 (0.0%),-0.0009000000000014552 (-0.0%),0.0013000000000147338 (0.0%),-0.0008000000000265572 (-0.0%)
avalanche,ggAVAX-WAVAX-BPT,0.0 (0.0%),0.0 (0.0%),0.0030999999999608008 (0.0%),0.0 (0.0%),-0.0013000000000147338 (0.0%),0.0007999999999981355 (0.0%)
arbitrum,RDNT-WETH,-87.42460000000028 (-0.7%),-29.28800000000001 (-0.78%),-181.40079999999944 (-1.25%),-58.13659999999982 (-0.66%),-1.56350000000009 (-0.17%),-55.809799999999996 (-0.74%)
arbitrum,ECLP-weETH-wstETH,20.652900000000045 (0.58%),5.140800000000013 (0.59%),0.721599999999853 (0.02%),15.51220000000012 (0.58%),2.8642000000000394 (1.11%),11.56269999999995 (0.54%)
arbitrum,wstETH/sfrxETH,10.19600000000014 (0.57%),1.8079000000000178 (0.57%),-0.0035000000002582965 (-0.0%),8.388300000000072 (0.57%),1.435200000000009 (1.1%),5.694500000000062 (0.52%)
arbitrum,rETH/wETH BPT,8.945600000000013 (0.57%),1.4095000000000084 (0.57%),9.999999997489795e-05 (0.0%),7.536200000000008 (0.57%),1.2590000000000003 (1.1%),4.996299999999906 (0.52%)
arbitrum,ezETH/wstETH,8.786399999999958 (0.57%),1.3585999999999956 (0.57%),0.0015000000000782165 (0.0%),7.427599999999984 (0.57%),1.2365999999999957 (1.1%),4.907299999999964 (0.52%)
arbitrum,wstETH-WETH-BPT,8.259000000000015 (0.57%),1.1906000000000176 (0.57%),-0.0039999999999054126 (-0.0%),7.068300000000136 (0.57%),1.162700000000001 (1.1%),4.612600000000043 (0.52%)
arbitrum,wUSDL/GHO,7.9150999999999385 (0.57%),1.0809999999999889 (0.57%),0.0008000000000265572 (0.0%),6.834100000000035 (0.57%),1.113900000000001 (1.1%),4.420799999999986 (0.52%)
arbitrum,ECLP-wstETH-WETH,5.7409999999999854 (0.58%),0.0 (0.0%),0.19200000000000728 (0.02%),5.74129999999991 (0.58%),0.7964999999999947 (1.11%),3.213899999999967 (0.54%)
arbitrum,sFRAX/4POOL,5.253299999999967 (0.57%),5.253099999999904 (0.57%),0.00479999999993197 (0.0%),0.0 (0.0%),0.7389999999999901 (1.1%),2.934199999999919 (0.52%)
arbitrum,cbETH/rETH/wstETH,4.643599999999992 (0.57%),4.643599999999992 (0.57%),-0.0018000000000029104 (-0.0%),0.0 (0.0%),0.6537000000000006 (1.1%),2.593500000000006 (0.52%)
arbitrum,rsETH/wETH,3.577199999999948 (0.57%),3.5774000000000115 (0.57%),0.002299999999991087 (0.0%),0.0 (0.0%),0.503300000000003 (1.1%),1.9979999999999905 (0.52%)
arbitrum,weETH/wETH,3.4545000000000528 (0.57%),3.4542000000000144 (0.57%),-0.0015000000000782165 (-0.0%),0.0 (0.0%),0.4864000000000033 (1.1%),1.929300000000012 (0.52%)
arbitrum,ankrETH/wstETH-BPT,0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),-2.3614000000000033 (0.52%),1.5348999999999933 (0.52%)
arbitrum,ETHx/wstETH,0.0 (0.0%),0.0 (0.0%),-0.004199999999968895 (-0.0%),0.0 (0.0%),-2.262200000000007 (0.52%),1.4704999999999586 (0.52%)
arbitrum,4POOL,0.0 (0.0%),0.0 (0.0%),-0.004099999999993997 (-0.0%),0.0 (0.0%),-1.914100000000019 (0.52%),1.244100000000003 (0.52%)
arbitrum,sUSX/USDC,0.0 (0.0%),0.0 (0.0%),0.0049999999999954525 (0.0%),0.0 (0.0%),-1.02109999999999 (0.53%),0.6636999999999915 (0.53%)
arbitrum,ECLP-GHO-USDe-rh,0.0 (0.0%),0.0 (0.0%),0.1747000000000014 (0.09%),0.0 (0.0%),-0.9316000000000031 (0.62%),0.6055999999999955 (0.62%)
arbitrum,ECLP-WOETH-WETH,0.0 (0.0%),0.0 (0.0%),-0.0508999999999844 (-0.03%),0.0 (0.0%),-0.6428999999999974 (0.49%),0.4177999999999997 (0.49%)
arbitrum,ECLP-AUSDC-AUSDT,0.0 (0.0%),0.0 (0.0%),0.0021000000000128694 (0.0%),0.0 (0.0%),-0.5571000000000055 (0.53%),0.3620999999999981 (0.53%)
arbitrum,ECLP-GHO-AUSDC,0.0 (0.0%),0.0 (0.0%),0.013400000000004297 (0.02%),0.0 (0.0%),-0.3021000000000029 (0.54%),0.1963000000000008 (0.54%)
arbitrum,ECLP-GYD-AUSDC,0.0 (0.0%),0.0 (0.0%),0.0009000000000014552 (0.0%),0.0 (0.0%),-0.2739000000000047 (0.53%),0.1781000000000006 (0.53%)
arbitrum,ECLP-GYD-AUSDT,0.0 (0.0%),0.0 (0.0%),-0.0023999999999944066 (-0.01%),0.0 (0.0%),-0.15509999999999735 (0.52%),0.10079999999999956 (0.52%)
arbitrum,ECLP-sUSDe-GYD,0.0 (0.0%),0.0 (0.0%),-0.021999999999998465 (-0.07%),0.0 (0.0%),-0.10879999999999868 (0.45%),0.07059999999999889 (0.45%)
arbitrum,ECLP-rETH-wstETH,0.0 (0.0%),0.0 (0.0%),-0.004900000000001015 (-0.03%),0.0 (0.0%),-0.056100000000000705 (0.49%),0.0365000000000002 (0.49%)
arbitrum,2CLP-AUSDT-USDT,0.0 (0.0%),0.0 (0.0%),0.0022999999999999687 (0.02%),0.0 (0.0%),-0.05289999999999928 (0.54%),0.0343 (0.54%)
arbitrum,2CLP-AUSDC-USDC,0.0 (0.0%),0.0 (0.0%),0.002400000000001512 (0.02%),0.0 (0.0%),-0.04780000000000051 (0.55%),0.03109999999999946 (0.55%)
